# Determined from WSA steel production, consumption, imports, and exports data; only includes trade between countries in different GCAM regions
GCAM_region,year,metric,value
Japan,1992,domestic_supply,79.56800000000001
Southeast Asia,1992,domestic_supply,6.0089999999999995
Mexico,1992,domestic_supply,6.978999999999999
Pakistan,1992,domestic_supply,0.853
Russia,1992,domestic_supply,59.852999999999994
South Africa,1992,domestic_supply,4.958
South Korea,1992,domestic_supply,16.776760864817646
Taiwan,1992,domestic_supply,8.616
USA,1992,domestic_supply,80.277
South America_Northern,1992,domestic_supply,2.481
Europe_Non_EU,1993,domestic_supply,5.236
Africa_Northern,1993,domestic_supply,4.111279481132075
Africa_Southern,1993,domestic_supply,0.07500000000000001
Argentina,1993,domestic_supply,1.9700000000000002
Central Asia,1993,domestic_supply,3.803
Australia_NZ,1993,domestic_supply,5.4220227272727275
EU-15,1993,domestic_supply,49.532803124387215
Middle East,1993,domestic_supply,5.468548289058982
South Asia,1993,domestic_supply,0.062
Europe_Eastern,1993,domestic_supply,22.686
Africa_Western,1993,domestic_supply,0.243
South America_Southern,1993,domestic_supply,1.468
Brazil,1993,domestic_supply,12.452671677740863
EU-12,1993,domestic_supply,13.994
Canada,1993,domestic_supply,9.492
China,1993,domestic_supply,85.63400000000001
Colombia,1993,domestic_supply,0.687
Central America and Caribbean,1993,domestic_supply,0.15300000000000002
Africa_Eastern,1993,domestic_supply,0.05
European Free Trade Association,1993,domestic_supply,1.759
India,1993,domestic_supply,16.603
Indonesia,1993,domestic_supply,3.019
Japan,1993,domestic_supply,73.9022064386318
Southeast Asia,1993,domestic_supply,5.499
Mexico,1993,domestic_supply,7.148
Pakistan,1993,domestic_supply,0.992
Russia,1993,domestic_supply,41.66799999999999
South Africa,1993,domestic_supply,4.975000000000001
South Korea,1993,domestic_supply,21.157312972085386
Taiwan,1993,domestic_supply,9.051811414392061
USA,1993,domestic_supply,85.004
South America_Northern,1993,domestic_supply,2.4086698002350175
Europe_Non_EU,1994,domestic_supply,4.422000000000001
Africa_Northern,1994,domestic_supply,3.8659999999999997
Africa_Southern,1994,domestic_supply,0.11900000000000001
Argentina,1994,domestic_supply,2.3760000000000003
Central Asia,1994,domestic_supply,2.4179999999999997
Australia_NZ,1994,domestic_supply,5.661208066896212
EU-15,1994,domestic_supply,58.841467411196035
Middle East,1994,domestic_supply,6.184681258549931
South Asia,1994,domestic_supply,0.064
Europe_Eastern,1994,domestic_supply,12.883000000000001
Africa_Western,1994,domestic_supply,0.115
South America_Southern,1994,domestic_supply,1.525
Brazil,1994,domestic_supply,14.669
EU-12,1994,domestic_supply,14.768999999999998
Canada,1994,domestic_supply,9.452
China,1994,domestic_supply,87.435
Colombia,1994,domestic_supply,0.6469999999999999
Central America and Caribbean,1994,domestic_supply,0.07900000000000007
Africa_Eastern,1994,domestic_supply,0.05
European Free Trade Association,1994,domestic_supply,1.554
India,1994,domestic_supply,17.972
Indonesia,1994,domestic_supply,2.4112080465854953
Japan,1994,domestic_supply,75.888
Southeast Asia,1994,domestic_supply,3.5327672564438615
Mexico,1994,domestic_supply,8.014
Pakistan,1994,domestic_supply,1
Russia,1994,domestic_supply,23.166999999999998
South Africa,1994,domestic_supply,4.370991419656786
South Korea,1994,domestic_supply,23.917968533669004
Taiwan,1994,domestic_supply,8.794
USA,1994,domestic_supply,87.22699488898198
South America_Northern,1994,domestic_supply,2.076
Europe_Non_EU,1995,domestic_supply,7.109
Africa_Northern,1995,domestic_supply,4.014204995287464
Africa_Southern,1995,domestic_supply,0.16132000000000002
Argentina,1995,domestic_supply,2.2169999999999996
Central Asia,1995,domestic_supply,1.5560000000000003
Australia_NZ,1995,domestic_supply,5.8543245778611634
EU-15,1995,domestic_supply,66.939
Middle East,1995,domestic_supply,6.111055953155496
South Asia,1995,domestic_supply,0.066
Europe_Eastern,1995,domestic_supply,11.549000000000001
Africa_Western,1995,domestic_supply,0.096
South America_Southern,1995,domestic_supply,1.5899999999999999
Brazil,1995,domestic_supply,15.421000000000001
EU-12,1995,domestic_supply,17.405000000000005
Canada,1995,domestic_supply,9.698999999999998
China,1995,domestic_supply,82.20100000000001
Colombia,1995,domestic_supply,0.6639999999999999
Central America and Caribbean,1995,domestic_supply,0.15936593059936888
Africa_Eastern,1995,domestic_supply,0.05
European Free Trade Association,1995,domestic_supply,1.244
India,1995,domestic_supply,20.744
Indonesia,1995,domestic_supply,3.296206896551724
Japan,1995,domestic_supply,79.511
Southeast Asia,1995,domestic_supply,4.143000000000001
Mexico,1995,domestic_supply,6.2170000000000005
Pakistan,1995,domestic_supply,0.95
Russia,1995,domestic_supply,24.218
South Africa,1995,domestic_supply,5.388
South Korea,1995,domestic_supply,26.976999999999997
Taiwan,1995,domestic_supply,8.578
USA,1995,domestic_supply,88.568
South America_Northern,1995,domestic_supply,2.457
Europe_Non_EU,1996,domestic_supply,7.147583699971822
Africa_Northern,1996,domestic_supply,3.774
Africa_Southern,1996,domestic_supply,0.15755555555555556
Argentina,1996,domestic_supply,2.747
Central Asia,1996,domestic_supply,1.5220000000000002
Australia_NZ,1996,domestic_supply,5.562177203507154
EU-15,1996,domestic_supply,49.53607339497465
Middle East,1996,domestic_supply,6.75921216848674
South Asia,1996,domestic_supply,0.067
Europe_Eastern,1996,domestic_supply,11.045000000000002
Africa_Western,1996,domestic_supply,0.073
South America_Southern,1996,domestic_supply,1.751
Brazil,1996,domestic_supply,15.431644397206194
EU-12,1996,domestic_supply,14.24025691277772
Canada,1996,domestic_supply,9.806
China,1996,domestic_supply,91.606
Colombia,1996,domestic_supply,0.6849999999999999
Central America and Caribbean,1996,domestic_supply,0.21999999999999986
Africa_Eastern,1996,domestic_supply,0.05
European Free Trade Association,1996,domestic_supply,1.2109999999999999
India,1996,domestic_supply,22.353
Indonesia,1996,domestic_supply,3.4329534883720934
Japan,1996,domestic_supply,79.539
Southeast Asia,1996,domestic_supply,5.035
Mexico,1996,domestic_supply,7.82
Pakistan,1996,domestic_supply,0.9
Russia,1996,domestic_supply,22.259
South Africa,1996,domestic_supply,4.1043773584905665
South Korea,1996,domestic_supply,28.464999999999996
Taiwan,1996,domestic_supply,8.584999999999999
USA,1996,domestic_supply,90.49544083969465
South America_Northern,1996,domestic_supply,2.019
Europe_Non_EU,1997,domestic_supply,7.465999999999999
Africa_Northern,1997,domestic_supply,3.585
Africa_Southern,1997,domestic_supply,0.16399999999999998
Argentina,1997,domestic_supply,2.6449999999999996
Central Asia,1997,domestic_supply,1.3659999999999992
Australia_NZ,1997,domestic_supply,5.802599247412983
EU-15,1997,domestic_supply,61.15399999999998
Middle East,1997,domestic_supply,7.4451980122324155
South Asia,1997,domestic_supply,0.07
Europe_Eastern,1997,domestic_supply,10.428000000000004
Africa_Western,1997,domestic_supply,0.075
South America_Southern,1997,domestic_supply,1.788
Brazil,1997,domestic_supply,16.99
EU-12,1997,domestic_supply,16.26
Canada,1997,domestic_supply,10.766000000000002
China,1997,domestic_supply,97.404
Colombia,1997,domestic_supply,0.726
Central America and Caribbean,1997,domestic_supply,0.43300000000000005
Africa_Eastern,1997,domestic_supply,0.05
European Free Trade Association,1997,domestic_supply,1.374
India,1997,domestic_supply,22.801
Indonesia,1997,domestic_supply,3.167611300838249
Japan,1997,domestic_supply,81.653
Southeast Asia,1997,domestic_supply,5.125
Mexico,1997,domestic_supply,8.721
Pakistan,1997,domestic_supply,0.9
Russia,1997,domestic_supply,22.382
South Africa,1997,domestic_supply,4.578375413450937
South Korea,1997,domestic_supply,30.815
Taiwan,1997,domestic_supply,10.875
USA,1997,domestic_supply,92.38315303672009
South America_Northern,1997,domestic_supply,2.2140000000000004
Europe_Non_EU,1998,domestic_supply,7.361000000000001
Africa_Northern,1998,domestic_supply,4.010000000000001
Africa_Southern,1998,domestic_supply,0.16199999999999998
Argentina,1998,domestic_supply,2.559
Central Asia,1998,domestic_supply,1.001
Australia_NZ,1998,domestic_supply,5.643867415730337
EU-15,1998,domestic_supply,61.962999999999994
Middle East,1998,domestic_supply,6.572690584155775
South Asia,1998,domestic_supply,0.07
Europe_Eastern,1998,domestic_supply,9.331
Africa_Western,1998,domestic_supply,0.06
South America_Southern,1998,domestic_supply,1.7870000000000001
Brazil,1998,domestic_supply,16.77777268677612
EU-12,1998,domestic_supply,14.012999999999998
Canada,1998,domestic_supply,10.668
China,1998,domestic_supply,106.02499999999999
Colombia,1998,domestic_supply,0.634
Central America and Caribbean,1998,domestic_supply,0.369
Africa_Eastern,1998,domestic_supply,0.05
European Free Trade Association,1998,domestic_supply,1.4500000000000002
India,1998,domestic_supply,22.366
Indonesia,1998,domestic_supply,0.7489999999999999
Japan,1998,domestic_supply,68.552
Southeast Asia,1998,domestic_supply,1.6690000000000005
Mexico,1998,domestic_supply,8.25
Pakistan,1998,domestic_supply,0.9
Russia,1998,domestic_supply,18.991000000000003
South Africa,1998,domestic_supply,3.6500000000000004
South Korea,1998,domestic_supply,22.445148942293855
Taiwan,1998,domestic_supply,10.892000000000001
USA,1998,domestic_supply,91.53956944143921
South America_Northern,1998,domestic_supply,2.245
Europe_Non_EU,1999,domestic_supply,6.5489999999740025
Africa_Northern,1999,domestic_supply,3.2888633540372663
Africa_Southern,1999,domestic_supply,0.264
Argentina,1999,domestic_supply,2.061
Central Asia,1999,domestic_supply,1.2280000000000002
Australia_NZ,1999,domestic_supply,5.881789900249375
EU-15,1999,domestic_supply,53.92400000000001
Middle East,1999,domestic_supply,8.043646540584987
South Asia,1999,domestic_supply,0.03
Europe_Eastern,1999,domestic_supply,9.45
Africa_Western,1999,domestic_supply,0.06
South America_Southern,1999,domestic_supply,1.852
Brazil,1999,domestic_supply,15.068126739456218
EU-12,1999,domestic_supply,10.188966482213441
Canada,1999,domestic_supply,11.629985214391326
China,1999,domestic_supply,115.68092139628327
Colombia,1999,domestic_supply,0.49700000000000005
Central America and Caribbean,1999,domestic_supply,0.132
Africa_Eastern,1999,domestic_supply,0.05
European Free Trade Association,1999,domestic_supply,1.4100000000000001
India,1999,domestic_supply,21.942
Indonesia,1999,domestic_supply,1.552
Japan,1999,domestic_supply,65.85382686902754
Southeast Asia,1999,domestic_supply,1.928944338950866
Mexico,1999,domestic_supply,10.11
Pakistan,1999,domestic_supply,0.9
Russia,1999,domestic_supply,24.016
South Africa,1999,domestic_supply,3.9314930354033657
South Korea,1999,domestic_supply,27.351
Taiwan,1999,domestic_supply,7.777000000000001
USA,1999,domestic_supply,91.78556499910985
South America_Northern,1999,domestic_supply,1.6780000000000002
Europe_Non_EU,2000,domestic_supply,7.135000000025
Africa_Northern,2000,domestic_supply,3.6027121814355856
Africa_Southern,2000,domestic_supply,0.267
Argentina,2000,domestic_supply,2.677076923076923
Central Asia,2000,domestic_supply,1.6190000000000002
Australia_NZ,2000,domestic_supply,5.658999999999999
EU-15,2000,domestic_supply,53.129000000000005
Middle East,2000,domestic_supply,9.039541439632922
South Asia,2000,domestic_supply,0.03
Europe_Eastern,2000,domestic_supply,10.631999999999998
Africa_Western,2000,domestic_supply,0.06
South America_Southern,2000,domestic_supply,2.035
Brazil,2000,domestic_supply,18.299999999999997
EU-12,2000,domestic_supply,13.044717059639385
Canada,2000,domestic_supply,11.570999999999998
China,2000,domestic_supply,113.66874147707861
Colombia,2000,domestic_supply,0.555
Central America and Caribbean,2000,domestic_supply,0.33000000000000007
Africa_Eastern,2000,domestic_supply,0.05
European Free Trade Association,2000,domestic_supply,1.679
India,2000,domestic_supply,23.753
Indonesia,2000,domestic_supply,1.5711556564822455
Japan,2000,domestic_supply,77.96600000000001
Southeast Asia,2000,domestic_supply,2.949
Mexico,2000,domestic_supply,10.494
Pakistan,2000,domestic_supply,0.95
Russia,2000,domestic_supply,31.630000000000003
South Africa,2000,domestic_supply,4.126628232189974
South Korea,2000,domestic_supply,29.259
Taiwan,2000,domestic_supply,8.574000000000002
USA,2000,domestic_supply,95.07263762874169
South America_Northern,2000,domestic_supply,2.201
Europe_Non_EU,2001,domestic_supply,4.777999999957
Africa_Northern,2001,domestic_supply,4.5723860636225915
Africa_Southern,2001,domestic_supply,0.149
Argentina,2001,domestic_supply,2.1457480376766087
Central Asia,2001,domestic_supply,1.6500000000000004
Australia_NZ,2001,domestic_supply,6.886
EU-15,2001,domestic_supply,51.79299999999999
Middle East,2001,domestic_supply,9.937631982475356
South Asia,2001,domestic_supply,0.03
Europe_Eastern,2001,domestic_supply,9.814
Africa_Western,2001,domestic_supply,0.06
South America_Southern,2001,domestic_supply,1.9020000000000001
Brazil,2001,domestic_supply,17.42874072265625
EU-12,2001,domestic_supply,9.867736774193553
Canada,2001,domestic_supply,10.986663605051668
China,2001,domestic_supply,140.3928690790899
Colombia,2001,domestic_supply,0.485
Central America and Caribbean,2001,domestic_supply,0.262
Africa_Eastern,2001,domestic_supply,0.05
European Free Trade Association,2001,domestic_supply,1.6400000000000001
India,2001,domestic_supply,24.104
Indonesia,2001,domestic_supply,1.9420000000000002
Japan,2001,domestic_supply,70.7508786209068
Southeast Asia,2001,domestic_supply,3.7409999999999988
Mexico,2001,domestic_supply,9.306000000000001
Pakistan,2001,domestic_supply,0.953
Russia,2001,domestic_supply,33.394999999999996
South Africa,2001,domestic_supply,4.406387144992527
South Korea,2001,domestic_supply,29.773999999999997
Taiwan,2001,domestic_supply,9.286
USA,2001,domestic_supply,83.71243398698716
South America_Northern,2001,domestic_supply,1.906980911983033
Europe_Non_EU,2002,domestic_supply,11.908999999960999
Africa_Northern,2002,domestic_supply,4.738059020263624
Africa_Southern,2002,domestic_supply,0.105
Argentina,2002,domestic_supply,1.5712438356164378
Central Asia,2002,domestic_supply,1.6860000000000004
Australia_NZ,2002,domestic_supply,7.02
EU-15,2002,domestic_supply,49.57600000000001
Middle East,2002,domestic_supply,10.765495840588121
South Asia,2002,domestic_supply,0.03
Europe_Eastern,2002,domestic_supply,9.344999999999995
Africa_Western,2002,domestic_supply,0.06
South America_Southern,2002,domestic_supply,1.837
Brazil,2002,domestic_supply,19.067065203533375
EU-12,2002,domestic_supply,11.486999999999998
Canada,2002,domestic_supply,10.408999999999999
China,2002,domestic_supply,171.31748324657235
Colombia,2002,domestic_supply,0.524
Central America and Caribbean,2002,domestic_supply,0.2532180851063828
Africa_Eastern,2002,domestic_supply,0.05
European Free Trade Association,2002,domestic_supply,1.698
India,2002,domestic_supply,25.173000000000002
Indonesia,2002,domestic_supply,1.4780000000000002
Japan,2002,domestic_supply,70.1679711074939
Southeast Asia,2002,domestic_supply,3.9059999999999997
Mexico,2002,domestic_supply,9.338000000000001
Pakistan,2002,domestic_supply,0.97
Russia,2002,domestic_supply,32.123000000000005
South Africa,2002,domestic_supply,5.140690212995416
South Korea,2002,domestic_supply,32.438
Taiwan,2002,domestic_supply,9.301
USA,2002,domestic_supply,85.4461005198603
South America_Northern,2002,domestic_supply,1.7659999999999996
Europe_Non_EU,2003,domestic_supply,7.759999999984997
Africa_Northern,2003,domestic_supply,4.675969935431799
Africa_Southern,2003,domestic_supply,0.152
Argentina,2003,domestic_supply,2.6959241706161143
Central Asia,2003,domestic_supply,1.8469999999999995
Australia_NZ,2003,domestic_supply,7.256
EU-15,2003,domestic_supply,49.76799999999999
Middle East,2003,domestic_supply,10.986969437197166
South Asia,2003,domestic_supply,0.03
Europe_Eastern,2003,domestic_supply,11.497000000000003
Africa_Western,2003,domestic_supply,0.06
South America_Southern,2003,domestic_supply,1.975
Brazil,2003,domestic_supply,17.13445888144621
EU-12,2003,domestic_supply,12.918245493023989
Canada,2003,domestic_supply,10.443000000000001
China,2003,domestic_supply,210.62729890533146
Colombia,2003,domestic_supply,0.5690000000000001
Central America and Caribbean,2003,domestic_supply,0.08400000000000007
Africa_Eastern,2003,domestic_supply,0.05
European Free Trade Association,2003,domestic_supply,1.7029999999999998
India,2003,domestic_supply,26.71
Indonesia,2003,domestic_supply,1.0589999999999997
Japan,2003,domestic_supply,76.78299999999999
Southeast Asia,2003,domestic_supply,3.4270000000000005
Mexico,2003,domestic_supply,10.538
Pakistan,2003,domestic_supply,1
Russia,2003,domestic_supply,33.206
South Africa,2003,domestic_supply,4.208828128274995
South Korea,2003,domestic_supply,32.22
